場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
浜名湖,06,20260831,8R,3,5324,B1,畑田　　希咲,0,0,0.21,2.69,2.99,11.94,1.94,0.00,5.88,62,46.67,56.67,68,36.59,56.10,5R/1/.36/6 11R/5/.15/4,,,,,,兵庫,兵庫,23,15:03,オールレディース静岡クラウンメロン杯,ブレイクタイム,２日目
浜名湖,06,20260831,8R,4,4464,A1,山下　　友貴,1,0,0.19,5.95,39.66,63.79,6.06,39.13,65.22,36,24.36,33.33,69,34.12,50.71,10R/1/.16/3,,,,,,静岡,静岡,40,15:03,オールレディース静岡クラウンメロン杯,ブレイクタイム,２日目
浜名湖,06,20260831,8R,5,5079,B1,大石　　真央,1,0,0.17,5.16,30.00,54.44,4.39,20.37,46.30,2,47.37,61.05,15,35.68,52.58,2R/1/.25/5,,,,,,静岡,静岡,28,15:03,オールレディース静岡クラウンメロン杯,ブレイクタイム,２日目
浜名湖,06,20260831,8R,6,3357,B1,福島　　陽子,0,0,0.19,4.03,15.79,34.74,2.89,0.00,22.22,41,30.67,45.33,51,31.25,44.71,1R/5/.24/2 7R/1/.29/5,,,,,,岡山,岡山,57,15:03,オールレディース静岡クラウンメロン杯,ブレイクタイム,２日目
浜名湖,06,20260831,9R,1,4313,A2,西村　美智子,0,0,0.15,5.32,34.62,49.04,0.00,0.00,0.00,24,28.92,43.37,30,39.81,54.37,3R/6/.26/6 9R/4/.08/5,,,,,,香川,香川,42,15:34,オールレディース静岡クラウンメロン杯,予選,２日目
浜名湖,06,20260831,9R,2,4510,B2,坂本　　奈央,0,0,0.25,2.86,15.79,19.30,0.00,0.00,0.00,34,34.38,59.38,72,34.91,52.36,4R/5/.29/6,,,,,,福岡,熊本,37,15:34,オールレディース静岡クラウンメロン杯,予選,２日目
浜名湖,06,20260831,9R,3,4825,A1,倉持　　莉々,0,0,0.14,7.05,53.68,74.26,9.00,62.50,100.00,46,44.94,58.43,56,33.65,49.52,8R/4/.19/1 12R/1/.19/6,,,,,,東京,茨城,32,15:34,オールレディース静岡クラウンメロン杯,予選,２日目
浜名湖,06,20260831,9R,4,3932,B1,池田　　浩美,0,0,0.17,5.17,39.77,48.86,4.05,25.00,35.00,5,44.55,68.32,19,33.50,50.74,4R/2/.19/3,,,,,,静岡,静岡,50,15:34,オールレディース静岡クラウンメロン杯,予選,２日目
浜名湖,06,20260831,9R,5,4936,A2,戸敷　　晃美,2,0,0.16,6.14,45.78,67.47,5.85,38.46,50.00,23,36.36,53.54,13,31.75,48.34,6R/3/.20/1 11R/6/.20/3,,,,,,福岡,宮崎,30,15:34,オールレディース静岡クラウンメロン杯,予選,２日目
浜名湖,06,20260831,9R,6,3302,B1,谷川　　里江,0,0,0.18,5.35,39.44,53.52,4.09,30.43,30.43,17,41.18,55.88,71,35.24,53.33,1R/2/.28/3 10R/5/.16/5,,,,,,愛知,愛知,59,15:34,オールレディース静岡クラウンメロン杯,予選,２日目
浜名湖,06,20260831,10R,1,4419,A2,原　　加央理,0,0,0.16,5.57,37.00,58.00,3.87,23.08,33.33,38,37.74,53.77,12,38.97,53.05,5R/2/.22/2 10R/3/.15/1,,,,,,埼玉,埼玉,39,16:06,オールレディース静岡クラウンメロン杯,予選特賞,２日目
浜名湖,06,20260831,10R,2,5346,B1,中村　紋夕梨,0,0,0.22,3.03,4.23,18.31,1.41,0.00,0.00,19,34.62,50.96,76,35.44,50.49,2R/6/.26/4 8R/3/.55/6,,,,,,愛知,愛知,23,16:06,オールレディース静岡クラウンメロン杯,予選特賞,２日目
浜名湖,06,20260831,10R,3,4208,A1,三浦　　永理,0,0,0.15,7.31,60.43,80.58,7.21,57.53,72.60,61,40.57,64.15,22,34.80,50.98,3R/2/.13/2 12R/5/.17/2,,,,,,静岡,静岡,43,16:06,オールレディース静岡クラウンメロン杯,予選特賞,２日目
浜名湖,06,20260831,10R,4,5389,B1,恵良　　琴美,0,0,0.19,2.52,2.15,16.13,0.00,0.00,0.00,56,29.89,54.02,59,31.90,48.10,5R/5/.24/4,,,,,,福岡,福岡,19,16:06,オールレディース静岡クラウンメロン杯,予選特賞,２日目
浜名湖,06,20260831,10R,5,3778,B1,安達　　美帆,0,0,0.22,2.68,8.33,13.33,1.87,0.00,6.67,44,38.00,55.00,25,37.68,54.11,8R/2/.23/3,,,,,,埼玉,埼玉,50,16:06,オールレディース静岡クラウンメロン杯,予選特賞,２日目
浜名湖,06,20260831,10R,6,3611,A2,岩崎　　芳美,0,0,0.14,6.05,40.87,61.74,5.88,41.86,53.49,55,48.94,65.96,62,36.87,53.00,2R/5/.20/1 11R/2/.25/5,,,,,,徳島,熊本,54,16:06,オールレディース静岡クラウンメロン杯,予選特賞,２日目
浜名湖,06,20260831,11R,1,4433,A1,川野　　芽唯,0,0,0.17,7.23,55.94,74.83,7.00,40.74,70.37,37,43.56,57.43,37,33.33,51.43,7R/3/.27/1 12R/6/.23/3,,,,,,福岡,福岡,40,16:35,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,11R,2,4994,A2,山本　　梨菜,1,0,0.16,6.39,48.89,66.67,6.08,34.62,65.38,53,30.77,40.66,44,41.33,53.57,3R/4/.22/3 8R/1/.19/2,,,,,,佐賀,佐賀,28,16:35,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,11R,3,4484,B1,稲生　　夏季,0,0,0.21,4.65,20.48,42.17,4.18,11.76,41.18,66,36.05,54.65,46,32.39,47.89,4R/4/.27/4,,,,,,東京,東京,36,16:35,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,11R,4,5146,A2,野田　　彩加,0,0,0.16,5.24,33.68,52.63,4.73,36.36,45.45,57,27.71,39.76,73,31.13,44.81,7R/5/.25/4,,,,,,山口,山口,23,16:35,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,11R,5,4853,B1,前原　　　哉,0,0,0.22,4.61,21.51,40.86,3.84,15.79,31.58,52,39.80,60.20,60,32.55,47.64,6R/1/.30/4,,,,,,岡山,岡山,31,16:35,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,11R,6,4011,A2,堀之内紀代子,0,0,0.16,6.49,48.15,64.81,7.00,60.00,70.00,26,41.44,59.46,34,39.05,56.19,9R/2/.06/1,,,,,,岡山,岡山,46,16:35,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,12R,1,4190,B2,長嶋　　万記,1,0,0.16,6.60,44.16,68.83,6.65,45.07,66.20,59,29.76,46.43,35,35.75,49.28,6R/5/.15/2 12R/2/.16/4,,,,,,静岡,静岡,45,17:07,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,12R,2,4225,A2,土屋　　千明,0,0,0.15,6.19,44.21,61.05,6.18,29.41,64.71,20,46.08,65.69,14,36.87,54.55,2R/3/.19/3 9R/1/.16/3,,,,,,群馬,群馬,44,17:07,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,12R,3,5188,A2,武井　莉里佳,0,0,0.17,6.02,39.67,58.68,6.37,31.58,73.68,54,28.41,45.45,63,34.33,54.23,4R/1/.17/1 12R/4/.14/1,,,,,,兵庫,兵庫,25,17:07,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,12R,4,3580,B1,水口　　由紀,0,0,0.20,4.36,19.19,40.40,4.45,25.00,40.00,3,41.86,55.81,17,36.23,54.11,7R/2/.24/2,,,,,,滋賀,京都,53,17:07,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,12R,5,3618,A1,海野　ゆかり,0,0,0.19,6.35,48.89,61.48,7.19,43.75,62.50,63,44.09,61.29,64,30.73,47.80,11R/1/.26/2,,,,,,広島,広島,52,17:07,オールレディース静岡クラウンメロン杯,予選特選,２日目
浜名湖,06,20260831,12R,6,5340,B1,樋江井　　舞,0,0,0.16,4.39,23.36,43.93,3.56,16.67,33.33,8,28.26,43.48,66,36.45,55.67,3R/3/.17/1,,,,,,愛知,愛知,25,17:07,オールレディース静岡クラウンメロン杯,予選特選,２日目
蒲郡,07,20260831,1R,1,3268,B1,森　　　竜也,0,0,0.17,4.59,27.83,39.13,4.46,21.15,34.62,52,50.00,75.00,67,14.29,71.43,6R/4/.12/3,1R/1/.15/4 10R/3/.17/2,5R/2/.19/4,5R/1/.08/1 10R/3/.15/3,,,三重,三重,61,15:17,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,1R,2,4201,B1,佐竹　　友樹,0,0,0.18,4.13,18.85,32.79,4.50,8.33,50.00,11,11.11,33.33,68,25.00,75.00,2R/1/.10/2 7R/5/.22/3,3R/4/.24/5,3R/6/.23/3 11R/3/.10/1,8R/2/.15/3,,,埼玉,宮城,44,15:17,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,1R,3,4839,A2,四宮　　与寛,0,0,0.15,6.15,45.65,61.59,3.71,28.57,28.57,22,11.11,44.44,14,40.00,50.00,7R/4/.25/4,5R/2/.35/3 11R/6/.17/4,9R/3/.14/2,2R/5/.07/3 6R/1/.11/1,,,徳島,徳島,36,15:17,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,1R,4,3627,A2,井上　　恵一,1,0,0.18,4.68,30.43,43.48,4.96,28.00,52.00,74,14.29,57.14,69,50.00,75.00,5R/4/.20/5,4R/5/.12/6 10R/2/.18/5,4R/3/.18/5,4R/5/.32/4 8R/1/.13/1,,,福岡,福岡,57,15:17,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,1R,5,3922,B1,菅沼　　佳昭,0,0,0.19,3.63,15.38,25.96,4.84,35.48,45.16,69,0.00,20.00,75,57.14,71.43,1R/1/.28/4 8R/4/.15/5,1R/5/.11/3,1R/6/.16/3 7R/2/.18/4,1R/3/.26/6,,,愛知,愛知,51,15:17,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,1R,6,5455,B2,澁澤　　周羽,0,0,,1.50,0.00,4.00,0.00,0.00,0.00,50,22.22,44.44,60,28.57,42.86,1R/6/.49/6 5R/6/.58/6,3R/6/.29/6,7R/6/.13/6,6R/6/.06/6,,,群馬,群馬,20,15:17,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,2R,1,4216,B1,星　　　栄爾,0,0,0.15,4.79,25.23,50.47,4.11,18.42,31.58,16,72.73,90.91,64,0.00,0.00,1R/2/.21/1,2R/1/.21/2 10R/5/.18/3,2R/4/.07/6 12R/3/.13/1,4R/6/.27/6 10R/2/.14/6,,,静岡,福島,41,15:40,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,2R,2,4009,A2,小林　　一樹,1,0,0.13,5.76,40.59,59.41,4.85,25.00,45.83,14,70.00,80.00,74,33.33,33.33,2R/4/.11/4 10R/5/.16/3,8R/1/.18/1,4R/2/.14/2 12R/6/.17/6,7R/3/.08/2,,,山口,山口,47,15:40,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,2R,3,5009,A2,大賀　龍之介,1,0,0.16,5.51,38.10,52.38,3.53,5.88,29.41,37,16.67,33.33,11,20.00,60.00,3R/5/.29/6 8R/2/.27/4,5R/5/.21/2 10R/6/.29/6,7R/4/.21/3,5R/3/.06/2,,,福岡,福岡,29,15:40,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,2R,4,3567,B1,吉岡　　　誠,0,0,0.18,3.18,16.42,20.90,2.79,7.14,7.14,71,28.57,42.86,70,0.00,20.00,7R/2/.26/6,1R/6/.14/6 8R/4/.15/5,4R/5/.29/6,2R/1/.18/1,,,山口,山口,56,15:40,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,2R,5,3392,B1,小森　　信雄,0,0,0.21,4.41,18.45,40.78,3.92,16.67,22.22,55,0.00,0.00,26,90.91,100.00,2R/3/.09/3 8R/6/.18/6,4R/2/.09/5,1R/5/.21/2 8R/4/.03/4,4R/1/.19/5,,,三重,三重,61,15:40,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,2R,6,4514,A1,上條　　嘉嗣,0,0,0.19,6.63,54.23,70.42,6.47,57.89,68.42,43,42.86,42.86,25,30.00,60.00,7R/3/.27/1 12R/5/.32/3,4R/6/.12/2 12R/2/.06/2,6R/2/.16/2 10R/1/.14/1,3R/4/.21/1 10R/1/.17/1,,,大阪,大阪,36,15:40,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,3R,1,4451,A2,松崎　祐太郎,0,0,0.16,6.28,47.06,66.39,5.63,41.67,58.33,39,28.57,57.14,15,11.11,11.11,4R/3/.15/1 9R/6/.15/4,9R/2/.07/2,7R/1/.15/2 12R/5/.08/3,3R/5/.16/2 11R/2/.12/2,,,福岡,宮崎,38,16:04,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,3R,2,3973,B1,崎　　　利仁,0,0,0.21,4.61,27.27,41.82,3.56,7.41,29.63,12,30.00,60.00,57,33.33,50.00,2R/5/.16/5 9R/4/.22/3,5R/4/.27/6,5R/1/.21/6,1R/6/.13/4 8R/4/.20/5,,,群馬,栃木,50,16:04,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,3R,3,3793,B1,高橋　　真吾,0,0,0.16,4.14,24.24,38.38,4.35,23.53,38.24,15,22.22,44.44,28,11.11,22.22,4R/1/.15/2,2R/3/.31/4 8R/6/.15/6,5R/4/.13/2 10R/5/.07/3,2R/2/.34/2,,,埼玉,東京,53,16:04,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,3R,4,3748,B1,小黒　　竜吾,1,0,0.16,3.96,12.16,31.08,3.98,11.90,38.10,75,0.00,14.29,23,72.73,100.00,6R/5/.17/2,4R/1/.03/1 11R/3/.19/5,3R/4/.24/4 8R/2/.23/5,8R/6/.25/6,,,埼玉,埼玉,51,16:04,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,3R,5,4218,A1,吉川　　喜継,1,0,0.15,6.36,49.12,69.30,6.60,51.16,69.77,41,0.00,0.00,19,0.00,33.33,3R/4/.23/5 12R/3/.24/2,8R/3/.12/2 12R/1/.05/1,3R/2/.27/2 9R/5/.21/4,4R/3/.16/1 11R/1/.12/1,,,滋賀,滋賀,45,16:04,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,3R,6,3777,A2,樋口　　　亮,2,0,0.17,5.38,33.93,50.00,6.27,45.45,63.64,20,11.11,33.33,13,0.00,0.00,7R/1/.26/2 11R/2/.19/3,9R/5/.12/5,1R/3/.12/1 10R/4/.09/6,12R/2/.17/4,,,長崎,長崎,51,16:04,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,4R,1,5299,A2,西丸　　敦基,0,0,0.15,6.05,44.76,59.05,2.86,0.00,28.57,17,11.11,11.11,66,71.43,85.71,8R/5/.12/2,7R/1/.11/2 12R/3/.03/4,3R/3/.26/1 10R/6/.15/4,7R/4/.06/5 12R/6/.10/6,,,香川,香川,23,16:31,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,4R,2,4793,A2,金子　　　萌,0,0,0.14,6.47,48.31,66.10,5.38,38.46,53.85,36,16.67,50.00,22,11.11,33.33,6R/1/.09/1,3R/3/.17/1 12R/6/.15/5,5R/5/.07/3 9R/2/.14/6,6R/4/.07/2 10R/5/.10/4,,,静岡,静岡,36,16:31,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,4R,3,4818,B2,伏見　　俊介,1,0,0.13,2.53,12.50,15.63,5.45,27.27,63.64,67,55.56,61.11,20,40.00,60.00,3R/6/.21/2,1R/2/.06/5 7R/6/.01/5,3R/5/.22/5,3R/1/.18/6 9R/3/.15/4,,,東京,香川,35,16:31,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,4R,4,5139,A1,大場　　恒季,1,0,0.16,6.69,53.85,69.23,5.68,38.71,59.14,48,36.36,81.82,58,42.86,57.14,4R/2/.18/3 12R/6/.39/5,3R/5/.22/2 10R/1/.16/1,5R/3/.22/5 12R/4/.12/4,7R/1/.01/1 11R/3/.13/3,,,愛知,愛知,26,16:31,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,4R,5,4090,B2,中村　　　尊,0,0,0.16,5.98,46.67,56.67,6.65,57.41,66.67,19,11.11,11.11,77,57.14,71.43,1R/4/.17/3 9R/2/.20/2,5R/1/.15/1,2R/3/.11/1 9R/6/.16/3,3R/6/.22/3 12R/3/.08/5,,,埼玉,埼玉,45,16:31,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,4R,6,4727,B1,安部　　慎一,0,0,0.16,4.28,17.50,40.00,4.09,18.18,36.36,33,66.67,88.89,29,11.11,33.33,1R/5/.20/5,4R/4/.13/4 9R/3/.06/4,6R/1/.09/1,6R/2/.13/4 11R/6/.19/5,,,福岡,福岡,39,16:31,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,5R,1,3813,A1,佐藤　　大介,0,0,0.16,6.66,48.25,71.93,5.87,35.29,61.76,73,0.00,0.00,61,14.29,57.14,2R/2/.11/1 11R/1/.19/1,10R/4/.20/4,4R/6/.25/3 10R/3/.12/2,9R/2/.15/2,,,愛知,愛知,50,17:01,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,5R,2,4779,B1,伊倉　　　光,0,0,0.18,5.33,28.43,52.94,4.74,25.93,44.44,77,71.43,85.71,73,42.86,42.86,5R/1/.12/1,5R/6/.20/5 12R/4/.07/6,4R/4/.26/4 11R/2/.21/4,7R/5/.02/3,,,東京,神奈川,40,17:01,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,5R,3,3297,B1,藤丸　　光一,0,0,0.21,4.79,24.53,45.28,5.90,33.33,61.90,46,22.22,33.33,41,6.67,26.67,3R/3/.23/4 10R/2/.23/6,3R/1/.28/4,,3R/3/.29/5 7R/2/.09/4,,,福岡,福岡,59,17:01,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,5R,4,4834,A2,浜本　　裕己,1,0,0.15,5.43,36.17,51.77,5.86,31.43,65.71,18,22.22,22.22,31,22.22,44.44,1R/3/.18/2 11R/5/.29/4,6R/1/.16/1,6R/3/.15/3 11R/5/.13/2,3R/2/.19/4,,,大阪,大阪,38,17:01,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,5R,5,3827,B1,今泉　　　徹,0,0,0.17,4.07,13.40,32.99,4.64,25.00,41.67,21,20.00,50.00,72,50.00,75.00,4R/6/.18/5,1R/3/.09/1 6R/4/.12/5,2R/5/.11/5 10R/2/.16/5,5R/2/.18/4,,,群馬,群馬,53,17:01,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,5R,6,4503,A1,上野　真之介,0,0,0.11,8.08,63.16,78.20,7.57,57.14,85.71,53,30.00,60.00,17,22.22,33.33,8R/1/.22/1 12R/1/.12/1,6R/5/.13/2 11R/4/.17/3,8R/3/.09/1 12R/1/.15/2,6R/5/.10/3 12R/4/.12/2,,,佐賀,佐賀,38,17:01,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,6R,1,4928,A1,栗城　　　匠,0,0,0.14,6.60,49.17,63.33,7.17,50.00,75.00,49,54.55,81.82,21,33.33,33.33,5R/2/.16/3 12R/4/.27/6,7R/3/.13/6 11R/1/.05/1,2R/2/.13/2 11R/6/.15/5,1R/5/.11/1 10R/4/.11/2,,,東京,東京,31,17:28,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,6R,2,3567,B1,吉岡　　　誠,0,0,0.18,3.18,16.42,20.90,2.79,7.14,7.14,71,28.57,42.86,70,0.00,20.00,7R/2/.26/6,1R/6/.14/6 8R/4/.15/5,4R/5/.29/6,2R/1/.18/1,,,山口,山口,56,17:28,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,6R,3,4788,A2,小池　　哲也,0,0,0.16,5.31,31.09,52.94,6.66,44.68,78.72,40,50.00,75.00,76,16.67,16.67,9R/3/.13/5,2R/2/.32/3 7R/4/.05/1,8R/1/.04/2,2R/6/.09/4 8R/5/.18/4,,,大阪,大阪,37,17:28,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,6R,4,4812,A1,西野　　雄貴,0,0,0.14,7.63,61.80,83.15,6.74,44.44,74.07,68,33.33,33.33,27,30.00,50.00,6R/6/.18/4 12R/2/.21/4,2R/5/.22/1 9R/4/.06/3,7R/3/.18/1 11R/1/.11/6,8R/3/.15/2 12R/1/.12/1,,,徳島,徳島,36,17:28,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,6R,5,3714,B1,梶原　　　正,0,0,0.16,4.39,25.81,39.78,5.58,35.00,52.50,45,0.00,14.29,18,30.00,60.00,4R/4/.13/4 11R/6/.29/6,7R/2/.16/4,6R/5/.18/5,1R/1/.12/2 6R/3/.11/5,,,福岡,福岡,51,17:28,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,6R,6,5455,B2,澁澤　　周羽,0,0,,1.50,0.00,4.00,0.00,0.00,0.00,50,22.22,44.44,60,28.57,42.86,1R/6/.49/6 5R/6/.58/6,3R/6/.29/6,7R/6/.13/6,6R/6/.06/6,,,群馬,群馬,20,17:28,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,7R,1,3997,A1,北村　　征嗣,0,0,0.16,6.04,38.35,60.15,7.71,60.71,89.29,34,28.57,42.86,63,16.67,33.33,5R/5/.19/2 10R/3/.19/2,5R/3/.26/4 9R/1/.05/1,8R/6/.03/3,4R/2/.15/2 12R/5/.12/3,,,大阪,大阪,47,17:55,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,7R,2,3572,B1,安田　　政彦,1,0,0.20,5.23,32.20,50.00,5.25,37.50,46.88,70,50.00,75.00,12,44.44,55.56,8R/3/.21/3,3R/2/.23/3 9R/6/.19/6,4R/1/.18/1 9R/4/.21/5,9R/5/.27/6,,,兵庫,大阪,54,17:55,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,7R,3,3713,A1,伊藤　　誠二,1,0,0.15,5.41,40.19,52.34,5.98,44.83,55.17,56,44.44,55.56,59,12.50,50.00,9R/1/.16/1,1R/4/.17/2 11R/5/.18/6,6R/4/.19/4 12R/2/.17/5,2R/4/.15/5 10R/6/.21/5,,,愛知,愛知,51,17:55,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,7R,4,4761,A2,山田　　晃大,0,0,0.14,5.82,36.15,55.38,6.20,40.00,60.00,76,50.00,62.50,32,11.11,11.11,4R/5/.15/6 10R/4/.21/4,4R/3/.08/3,2R/6/.10/3,1R/2/.12/3 9R/1/.12/1,,,滋賀,滋賀,36,17:55,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,7R,5,4766,B1,石井　　孝之,1,0,0.14,4.27,19.77,38.37,4.47,26.32,31.58,51,11.11,22.22,30,22.22,22.22,6R/2/.13/6 10R/6/.19/5,7R/5/.08/3,2R/1/.16/4,2R/3/.27/6 11R/4/.12/6,,,群馬,群馬,35,17:55,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,7R,6,5404,B1,内田　　　壮,1,0,0.20,2.28,3.75,11.25,0.00,0.00,0.00,38,16.67,33.33,38,18.75,25.00,2R/6/.17/6,2R/4/.30/5 6R/6/.11/6,,1R/4/.35/5 7R/6/.14/6,,,山口,山口,22,17:55,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,8R,1,3627,A2,井上　　恵一,1,0,0.18,4.68,30.43,43.48,4.96,28.00,52.00,74,14.29,57.14,69,50.00,75.00,5R/4/.20/5,4R/5/.12/6 10R/2/.18/5,4R/3/.18/5,4R/5/.32/4 8R/1/.13/1,,,福岡,福岡,57,18:23,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,8R,2,5011,B1,高木　　圭大,0,0,0.15,4.03,20.20,32.32,2.33,0.00,0.00,47,72.73,81.82,24,40.00,60.00,5R/3/.16/4 9R/5/.19/6,8R/2/.09/4,3R/1/.28/6,5R/6/.02/3 9R/6/.28/5,,,長崎,長崎,29,18:23,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,8R,3,3748,B1,小黒　　竜吾,1,0,0.16,3.96,12.16,31.08,3.98,11.90,38.10,75,0.00,14.29,23,72.73,100.00,6R/5/.17/2,4R/1/.03/1 11R/3/.19/5,3R/4/.24/4 8R/2/.23/5,8R/6/.25/6,,,埼玉,埼玉,51,18:23,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,8R,4,5339,B1,石井　　伸長,0,0,0.18,4.90,31.25,45.00,0.00,0.00,0.00,72,0.00,0.00,16,22.22,22.22,3R/1/.27/1 11R/3/.20/2,11R/2/.16/2,7R/5/.14/5,4R/4/.06/3,,,香川,愛媛,26,18:23,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,8R,5,4002,A1,古結　　　宏,0,0,0.14,6.50,48.74,66.39,0.00,0.00,0.00,54,22.22,33.33,62,40.00,50.00,6R/3/.13/5 11R/4/.25/5,8R/5/.10/3,9R/1/.12/1,9R/4/.19/3,,,兵庫,兵庫,48,18:23,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
蒲郡,07,20260831,8R,6,5042,A1,畑田　　汰一,2,0,0.12,6.55,51.06,63.83,7.23,46.67,76.67,35,28.57,42.86,71,42.86,57.14,10R/1/.13/1,6R/2/.13/3 12R/5/.08/3,5R/6/.10/1 11R/4/.08/3,11R/5/.17/4,,,埼玉,東京,27,18:23,日刊ゲンダイ杯争奪 蒲郡トトまるナイト特別,一般戦,５日目
